Unnamed: 0,date,serial_number,model,capacity_bytes,failure,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,first_occurrence_date,failure_1_date,days_until_failure_1
14474,2024-04-14,1060A01MF97G,TOSHIBA MG07ACA14TA,14000519643136,1,sac2,0,1094,1,31.0,False,100.0,0.0,100.0,0.0,100.0,7843.0,100.0,9.0,100.0,0.0,100.0,0.0,100.0,0.0,18.0,33196.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,287.0,100.0,3.0,100.0,21.0,100.0,33.0,100.0,0.0,100.0,1.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,35782663.0,18.0,33082.0,100.0,0.0,100.0,0.0,100.0,585.0,100.0,0.0,100.0,511.0,100.0,290.0,2024-04-14,2024-04-14,0.0
9680,2024-03-22,10B0A089F97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1067,17,45.0,False,100.0,0.0,100.0,0.0,100.0,7952.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,11.0,35976.0,100.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,0.0,100.0,0.0,100.0,65.0,100.0,32.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,269615107.0,11.0,35875.0,100.0,0.0,100.0,0.0,100.0,589.0,100.0,0.0,100.0,12251.0,100.0,6286.0,2024-03-22,2024-03-22,0.0
10867,2024-03-28,10B0A09CF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,7,47.0,False,100.0,0.0,100.0,0.0,100.0,7840.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,11.0,35733.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,59.0,100.0,1.0,100.0,544.0,100.0,33.0,100.0,0.0,100.0,1.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,152698883.0,13.0,34852.0,100.0,0.0,100.0,0.0,100.0,589.0,100.0,0.0,100.0,0.0,100.0,55621.0,2024-03-28,2024-03-28,0.0
93,2024-01-04,10B0A0FJF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1067,2,12.0,False,100.0,0.0,100.0,0.0,100.0,7720.0,100.0,7.0,100.0,0.0,100.0,0.0,100.0,0.0,15.0,34099.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,223.0,100.0,1.0,100.0,68.0,100.0,28.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,252706824.0,16.0,33992.0,100.0,0.0,100.0,0.0,100.0,593.0,100.0,0.0,100.0,7648.0,100.0,50879.0,2024-01-04,2024-01-04,0.0
16761,2024-04-23,10B0A0RDF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1067,7,36.0,False,100.0,0.0,100.0,0.0,100.0,7937.0,100.0,11.0,100.0,6.0,100.0,0.0,100.0,0.0,9.0,36752.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,12458.0,100.0,2.0,100.0,69.0,100.0,34.0,100.0,5.0,100.0,1.0,100.0,15.0,200.0,0.0,100.0,0.0,100.0,184680455.0,9.0,36581.0,100.0,0.0,100.0,0.0,100.0,583.0,100.0,0.0,100.0,1763.0,100.0,299.0,2024-04-23,2024-04-23,0.0
804,2024-01-17,10C0A01DF97G,TOSHIBA MG07ACA14TA,14000519643136,1,sac0,0,1106,2,24.0,False,100.0,0.0,100.0,0.0,100.0,7723.0,100.0,7.0,100.0,55.0,100.0,0.0,100.0,0.0,26.0,29921.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,2.0,100.0,3.0,100.0,35.0,100.0,20.0,100.0,53.0,100.0,14.0,1.0,708.0,200.0,0.0,100.0,0.0,100.0,219414531.0,26.0,29792.0,100.0,0.0,100.0,0.0,100.0,535.0,100.0,0.0,100.0,0.0,100.0,56445.0,2024-01-17,2024-01-17,0.0
14477,2024-04-14,10C0A0BAF97G,TOSHIBA MG07ACA14TA,14000519643136,1,sac2,0,1095,1,25.0,False,100.0,0.0,100.0,0.0,100.0,7914.0,100.0,9.0,100.0,0.0,100.0,0.0,100.0,0.0,16.0,33881.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,1.0,100.0,2.0,100.0,20.0,100.0,30.0,100.0,0.0,100.0,1.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,84017154.0,17.0,33580.0,100.0,0.0,100.0,0.0,100.0,581.0,100.0,0.0,100.0,511.0,100.0,290.0,2024-04-14,2024-04-14,0.0
9095,2024-03-19,10G0A00SF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,7,57.0,False,100.0,0.0,100.0,0.0,100.0,7872.0,100.0,9.0,100.0,17.0,100.0,0.0,100.0,0.0,12.0,35514.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,96.0,100.0,1.0,100.0,610.0,100.0,35.0,100.0,14.0,100.0,1.0,100.0,28.0,200.0,0.0,100.0,0.0,100.0,1572866.0,14.0,34684.0,100.0,0.0,100.0,0.0,100.0,581.0,100.0,0.0,100.0,0.0,100.0,6594.0,2024-03-19,2024-03-19,0.0
9366,2024-03-20,10G0A00SF97G,TOSHIBA MG07ACA14TA,14000519643136,0,phx1,0,1069,7,57.0,False,100.0,0.0,100.0,0.0,100.0,7872.0,100.0,9.0,100.0,17.0,100.0,0.0,100.0,0.0,12.0,35545.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,96.0,100.0,1.0,100.0,610.0,100.0,35.0,100.0,14.0,100.0,1.0,100.0,28.0,200.0,0.0,100.0,0.0,100.0,34603009.0,14.0,34716.0,100.0,0.0,100.0,0.0,100.0,581.0,100.0,0.0,100.0,0.0,100.0,6484.0,2024-03-19,2024-03-19,-1.0
9568,2024-03-21,10G0A00SF97G,TOSHIBA MG07ACA14TA,14000519643136,0,phx1,0,1069,7,57.0,False,100.0,0.0,100.0,0.0,100.0,7872.0,100.0,9.0,100.0,17.0,100.0,0.0,100.0,0.0,12.0,35561.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,96.0,100.0,1.0,100.0,610.0,100.0,34.0,100.0,14.0,100.0,1.0,100.0,28.0,200.0,0.0,100.0,0.0,100.0,50462721.0,14.0,34732.0,100.0,0.0,100.0,0.0,100.0,581.0,100.0,0.0,100.0,0.0,100.0,30045.0,2024-03-19,2024-03-19,-2.0
9759,2024-03-22,10G0A00SF97G,TOSHIBA MG07ACA14TA,14000519643136,0,phx1,0,1069,7,57.0,False,100.0,0.0,100.0,0.0,100.0,7872.0,100.0,9.0,100.0,17.0,100.0,0.0,100.0,0.0,12.0,35593.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,96.0,100.0,1.0,100.0,610.0,100.0,35.0,100.0,14.0,100.0,1.0,100.0,28.0,200.0,0.0,100.0,0.0,100.0,1572865.0,14.0,34763.0,100.0,0.0,100.0,0.0,100.0,581.0,100.0,0.0,100.0,12251.0,100.0,6286.0,2024-03-19,2024-03-19,-3.0
9937,2024-03-23,10G0A00SF97G,TOSHIBA MG07ACA14TA,14000519643136,0,phx1,0,1069,7,57.0,False,100.0,0.0,100.0,0.0,100.0,7872.0,100.0,9.0,100.0,17.0,100.0,0.0,100.0,0.0,11.0,35609.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,96.0,100.0,1.0,100.0,610.0,100.0,35.0,100.0,14.0,100.0,1.0,100.0,28.0,200.0,0.0,100.0,0.0,100.0,185335809.0,14.0,34779.0,100.0,0.0,100.0,0.0,100.0,581.0,100.0,0.0,100.0,0.0,100.0,6791.0,2024-03-19,2024-03-19,-4.0
3549,2024-02-14,10K0A079F97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,12,35.0,False,100.0,0.0,100.0,0.0,100.0,7851.0,100.0,7.0,100.0,0.0,100.0,0.0,100.0,0.0,14.0,34706.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,1.0,100.0,1.0,100.0,571.0,100.0,35.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,153223172.0,15.0,34112.0,100.0,0.0,100.0,0.0,100.0,592.0,100.0,0.0,100.0,66659.0,100.0,5754.0,2024-02-14,2024-02-14,0.0
864,2024-01-18,10K0A08QF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,13,20.0,False,100.0,0.0,100.0,0.0,100.0,7665.0,100.0,9.0,100.0,0.0,100.0,0.0,100.0,0.0,15.0,34054.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,549.0,100.0,1.0,100.0,590.0,100.0,32.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,18087942.0,17.0,33460.0,100.0,0.0,100.0,0.0,100.0,589.0,100.0,0.0,100.0,0.0,100.0,4864.0,2024-01-18,2024-01-18,0.0
6242,2024-03-03,10L0A005F97G,TOSHIBA MG07ACA14TA,14000519643136,1,sac0,0,1115,19,11.0,False,100.0,0.0,100.0,0.0,100.0,8154.0,100.0,50.0,100.0,0.0,100.0,0.0,100.0,0.0,47.0,21512.0,100.0,0.0,100.0,50.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,4.0,100.0,41.0,100.0,57.0,100.0,24.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,50724866.0,47.0,21500.0,100.0,0.0,100.0,0.0,100.0,591.0,100.0,0.0,100.0,0.0,100.0,6186.0,2024-03-03,2024-03-03,0.0
2250,2024-02-03,10L0A00YF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,6,59.0,False,100.0,0.0,100.0,0.0,100.0,7831.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,14.0,34435.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,1.0,100.0,1.0,100.0,514.0,100.0,36.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,1703938.0,16.0,33830.0,100.0,0.0,100.0,0.0,100.0,593.0,100.0,0.0,100.0,1333.0,100.0,5600.0,2024-02-03,2024-02-03,0.0
19154,2024-05-02,10L0A04BF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,3,51.0,False,100.0,0.0,100.0,0.0,100.0,7926.0,100.0,9.0,100.0,0.0,100.0,0.0,100.0,0.0,9.0,36571.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,585164.0,100.0,1.0,100.0,510.0,100.0,36.0,100.0,0.0,100.0,2.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,19005443.0,11.0,35940.0,100.0,0.0,100.0,0.0,100.0,584.0,100.0,0.0,100.0,3072.0,100.0,321.0,2024-05-02,2024-05-02,0.0
309,2024-01-08,10L0A0EFFV8G,TOSHIBA MG08ACA16TEY,16000900661248,1,ams5,31,2005,16,24.0,False,100.0,0.0,100.0,0.0,100.0,6974.0,100.0,21.0,100.0,0.0,100.0,0.0,100.0,0.0,34.0,26604.0,100.0,0.0,100.0,19.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,15.0,100.0,44.0,100.0,44.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,0.0,76.0,9853.0,100.0,0.0,100.0,0.0,100.0,592.0,100.0,0.0,100.0,234253106449.0,100.0,500629009733.0,2024-01-08,2024-01-08,0.0
7075,2024-03-08,10N0A010F97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,4,55.0,False,100.0,0.0,100.0,0.0,100.0,7857.0,100.0,10.0,100.0,0.0,100.0,0.0,100.0,0.0,12.0,35247.0,100.0,0.0,100.0,10.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,613200.0,100.0,2.0,100.0,562.0,100.0,35.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,34603010.0,14.0,34584.0,100.0,0.0,100.0,0.0,100.0,586.0,100.0,0.0,100.0,82366.0,100.0,6308.0,2024-03-08,2024-03-08,0.0
7616,2024-03-11,10N0A024F97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,11,47.0,False,95.0,0.0,100.0,0.0,100.0,7926.0,100.0,8.0,100.0,2.0,100.0,0.0,100.0,0.0,12.0,35316.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,100.0,100.0,0.0,96.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,628.0,100.0,1.0,100.0,597.0,100.0,34.0,100.0,2.0,100.0,7.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,285343746.0,14.0,34589.0,100.0,0.0,100.0,0.0,100.0,582.0,100.0,0.0,100.0,0.0,100.0,67597.0,2024-03-11,2024-03-11,0.0
17310,2024-04-25,10N0A03XF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1069,11,51.0,False,100.0,0.0,100.0,0.0,100.0,7852.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,9.0,36407.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,1.0,100.0,1.0,100.0,534.0,100.0,37.0,100.0,0.0,100.0,7.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,1572867.0,11.0,35729.0,100.0,0.0,100.0,0.0,100.0,577.0,100.0,0.0,100.0,0.0,100.0,314.0,2024-04-25,2024-04-25,0.0
23025,2024-05-15,10S0A01FFV8G,TOSHIBA MG08ACA16TEY,16000900661248,1,ams5,31,2005,11,13.0,False,100.0,0.0,100.0,0.0,100.0,6933.0,100.0,18.0,100.0,28.0,100.0,0.0,100.0,0.0,26.0,29681.0,100.0,0.0,100.0,18.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,0.0,100.0,17.0,100.0,62.0,100.0,30.0,100.0,27.0,100.0,0.0,100.0,57.0,200.0,0.0,100.0,0.0,100.0,0.0,67.0,12931.0,100.0,0.0,100.0,0.0,100.0,592.0,100.0,0.0,100.0,292226291330.0,100.0,583430576862.0,2024-05-15,2024-05-15,0.0
16518,2024-04-22,1170A02MF97G,TOSHIBA MG07ACA14TA,14000519643136,1,sac2,0,1160,11,26.0,False,100.0,0.0,100.0,0.0,100.0,7722.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,32.0,27598.0,100.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,1.0,100.0,1.0,100.0,113.0,100.0,36.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,51249155.0,32.0,27270.0,100.0,0.0,100.0,0.0,100.0,530.0,100.0,0.0,100.0,0.0,100.0,299.0,2024-04-22,2024-04-22,0.0
14471,2024-04-14,11E0A00QF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,16,27.0,False,100.0,0.0,100.0,0.0,100.0,7953.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,35.0,26345.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,2.0,100.0,2.0,100.0,183.0,100.0,30.0,100.0,0.0,100.0,1.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,50987009.0,35.0,26186.0,100.0,0.0,100.0,0.0,100.0,582.0,100.0,0.0,100.0,511.0,100.0,290.0,2024-04-14,2024-04-14,0.0
2444,2024-02-05,11F0A047F97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,18,51.0,False,100.0,0.0,100.0,0.0,100.0,7608.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,39.0,24695.0,100.0,0.0,100.0,11.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,1276.0,100.0,8.0,100.0,177.0,100.0,35.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,84017154.0,39.0,24530.0,100.0,0.0,100.0,0.0,100.0,591.0,100.0,0.0,100.0,80668.0,100.0,57074.0,2024-02-05,2024-02-05,0.0
32566,2024-06-12,11J0A0TNF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,4,38.0,False,100.0,0.0,100.0,0.0,100.0,7904.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,31.0,27841.0,100.0,0.0,100.0,9.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,12.0,100.0,1.0,100.0,173.0,100.0,35.0,100.0,0.0,100.0,1.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,168558594.0,32.0,27571.0,100.0,0.0,100.0,0.0,100.0,586.0,100.0,0.0,100.0,19848.0,100.0,62716.0,2024-06-12,2024-06-12,0.0
20274,2024-05-06,11J0A0U0F97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,4,39.0,False,100.0,0.0,100.0,0.0,100.0,7561.0,100.0,9.0,100.0,10.0,100.0,0.0,100.0,0.0,33.0,26945.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,100.0,787.0,100.0,1.0,100.0,170.0,100.0,36.0,100.0,10.0,100.0,3.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,85327875.0,34.0,26605.0,100.0,0.0,100.0,0.0,100.0,592.0,100.0,0.0,100.0,0.0,100.0,315.0,2024-05-06,2024-05-06,0.0
1952,2024-01-31,11J0A0U4F97G,TOSHIBA MG07ACA14TA,14000519643136,1,sac2,0,1160,6,53.0,False,100.0,0.0,100.0,0.0,100.0,7809.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,37.0,25399.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,221.0,100.0,0.0,100.0,131.0,100.0,39.0,100.0,0.0,100.0,0.0,100.0,6.0,200.0,0.0,100.0,0.0,100.0,18481155.0,39.0,24789.0,100.0,0.0,100.0,0.0,100.0,580.0,100.0,0.0,100.0,14187.0,100.0,46736.0,2024-01-31,2024-01-31,0.0
6067,2024-03-02,11J0A0VNF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,4,33.0,False,100.0,0.0,100.0,0.0,100.0,7675.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,37.0,25393.0,100.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,12.0,100.0,1.0,100.0,196.0,100.0,36.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,1310722.0,38.0,25137.0,100.0,0.0,100.0,0.0,100.0,593.0,100.0,0.0,100.0,20512.0,100.0,38836.0,2024-03-02,2024-03-02,0.0
10870,2024-03-28,11K0A03ZF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,12,57.0,False,100.0,0.0,100.0,0.0,100.0,7888.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,36.0,25948.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,2.0,100.0,2.0,100.0,171.0,100.0,32.0,100.0,0.0,100.0,2.0,100.0,4.0,200.0,0.0,100.0,0.0,100.0,2097153.0,36.0,25746.0,100.0,0.0,100.0,0.0,100.0,532.0,100.0,0.0,100.0,0.0,100.0,55621.0,2024-03-28,2024-03-28,0.0
22658,2024-05-14,11W0A01ZF97G,TOSHIBA MG07ACA14TA,14000519643136,1,phx1,0,1082,19,39.0,False,100.0,0.0,100.0,0.0,100.0,7880.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,33.0,27078.0,100.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,8.0,100.0,2.0,100.0,174.0,100.0,36.0,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,100.0,134217731.0,33.0,26920.0,100.0,0.0,100.0,0.0,100.0,594.0,100.0,0.0,100.0,5074.0,100.0,321.0,2024-05-14,2024-05-14,0.0
